mes,hora,temp_exterior_c,temp_interior_c,temp_ac_c
Febrero,09:30,23,22,21
Febrero,09:45,23,24,22
Febrero,10:00,24,27,20
Febrero,10:15,24,23,21
Febrero,10:30,24,24,22
Febrero,10:45,25,23,21
Febrero,11:00,25,24,21
Febrero,11:15,25,24,22
Febrero,11:30,25,24,21
Febrero,11:45,25,22,21
Febrero,12:00,25,23,21
Febrero,12:15,26,23,21
Febrero,12:30,25,24,22
Febrero,12:45,25,23,21
Febrero,13:00,26,23,22
Febrero,13:15,26,24,21
Febrero,13:30,26,24,21
Febrero,13:45,26,22,21
Febrero,14:00,26,24,21
Febrero,14:15,26,24,22
Febrero,14:30,26,23,22
Febrero,14:45,27,23,21
Febrero,15:00,26,23,21
Febrero,15:15,26,24,21
Febrero,15:30,27,21,21
Febrero,15:45,26,23,22
Febrero,16:00,26,24,22
Febrero,16:15,26,23,22
Febrero,16:30,25,24,22
Febrero,16:45,25,23,21
Febrero,17:00,26,23,21
Febrero,17:15,25,24,21
Febrero,17:30,26,25,21
Febrero,17:45,26,23,21
Febrero,18:00,24,23,21
Febrero,18:15,25,24,22
Febrero,18:30,25,23,22
Febrero,18:45,25,23,22
Febrero,19:00,25,22,20
Febrero,19:15,25,22,21
Febrero,19:30,24,24,22
Febrero,19:45,25,23,22
Febrero,20:00,24,24,22
Febrero,07:00,20,22,22
Febrero,07:15,20,23,21
Febrero,07:30,11,22,22
Febrero,07:45,20,24,23
Febrero,08:00,20,22,21
Febrero,08:15,20,23,21
Febrero,08:30,20,22,19
Febrero,08:45,21,24,21
Febrero,09:00,21,24,22
Febrero,09:15,21,23,21
Febrero,09:30,22,23,21
Febrero,09:45,23,23,22
Febrero,10:00,22,22,21
Febrero,10:15,23,24,22
Febrero,10:30,23,23,21
Febrero,10:45,24,25,23
Febrero,11:00,24,23,22
Febrero,11:15,24,24,21
Febrero,11:30,24,23,22
Febrero,11:45,24,24,22
Febrero,12:00,24,23,22
Febrero,12:15,25,23,21
Febrero,12:30,25,24,22
Febrero,12:45,25,22,21
Febrero,13:00,26,24,22
Febrero,13:15,25,23,22
Febrero,13:30,26,23,21
Febrero,13:45,26,24,22
Febrero,14:00,26,23,21
Febrero,14:15,26,24,22
Febrero,14:30,26,23,21
Febrero,14:45,26,24,22
Febrero,15:00,27,24,21
Febrero,15:15,26,22,20
Febrero,15:30,26,23,21
Febrero,15:45,26,22,20
Febrero,16:00,26,24,21
Febrero,16:15,26,23,22
Febrero,16:30,26,23,22
Febrero,16:45,25,24,21
Febrero,17:00,25,23,21
Febrero,17:15,25,23,22
Febrero,17:30,25,23,22
Febrero,17:45,24,25,23
Febrero,18:00,25,24,22
Febrero,18:15,24,22,21
Febrero,18:30,24,24,22
Febrero,18:45,23,23,21
Febrero,19:00,24,24,23
Febrero,19:15,23,23,22
Febrero,19:30,23,23,22
Febrero,19:45,22,23,21
Febrero,20:00,22,23,21
Febrero,07:00,20,23,22
Febrero,07:15,20,22,22
Febrero,07:30,20,22,21
Febrero,07:45,20,23,22
Febrero,08:00,20,22,20
Febrero,08:15,21,22,21
Febrero,08:30,21,22,21
Febrero,08:45,21,23,22
Febrero,09:00,20,22,22
Febrero,09:15,22,23,21
Febrero,09:30,22,22,21
Febrero,09:45,22,23,21
Febrero,10:00,22,23,23
Febrero,10:15,22,23,22
Febrero,10:30,23,23,21
Febrero,10:45,24,23,21
Febrero,11:00,23,23,20
Febrero,11:15,23,23,20
Febrero,11:30,23,22,21
Febrero,11:45,23,23,20
Febrero,12:00,24,23,22
Febrero,12:15,24,23,22
Febrero,12:30,23,23,21
Febrero,12:45,24,22,21
Febrero,13:00,24,23,22
Febrero,13:15,24,23,21
Febrero,13:30,23,24,22
Febrero,13:45,24,24,23
Febrero,14:00,25,23,22
Febrero,14:15,25,24,22
Febrero,14:30,24,24,22
Febrero,14:45,24,24,23
Febrero,15:00,25,24,23
Febrero,15:15,25,23,22
Febrero,15:30,25,24,22
Febrero,15:45,25,24,22
Febrero,16:00,24,25,22
Febrero,16:15,24,23,21
Febrero,16:30,25,22,21
Febrero,16:45,24,22,20
Febrero,17:00,25,22,22
Febrero,17:15,24,23,22
Febrero,17:30,24,23,21
Febrero,17:45,23,22,21
Febrero,18:00,24,22,22
Febrero,18:15,24,23,21
Febrero,18:30,24,22,21
Febrero,18:45,23,23,22
Febrero,19:00,23,23,20
Febrero,19:15,23,23,21
Febrero,19:30,23,24,22
Febrero,19:45,23,23,22
Febrero,20:00,22,23,22
Febrero,07:00,21,23,22
Febrero,07:15,21,24,22
Febrero,07:30,22,23,22
Febrero,07:45,22,23,21
Febrero,08:00,22,22,21
Febrero,08:15,22,22,22
Febrero,08:30,23,24,21
Febrero,08:45,24,23,20
Febrero,09:00,23,23,22
Febrero,09:15,24,23,22
Febrero,09:30,24,24,21
Febrero,09:45,25,24,23
Febrero,10:00,25,23,21
Febrero,10:15,25,24,22
Febrero,10:30,25,24,21
Febrero,10:45,25,23,22
Febrero,11:00,25,23,20
Febrero,11:15,25,23,21
Febrero,11:30,26,25,22
Febrero,11:45,26,23,20
Febrero,12:00,27,25,22
Febrero,12:15,26,24,21
Febrero,12:30,27,22,21
Febrero,12:45,26,23,23
Febrero,13:00,27,24,21
Febrero,13:15,27,24,22
Febrero,13:30,25,25,22
Febrero,13:45,27,23,22
Febrero,14:00,27,24,21
Febrero,14:15,26,25,22
Febrero,14:30,28,23,22
Febrero,14:45,27,23,20
Febrero,15:00,28,24,22
Febrero,15:15,28,24,21
Febrero,15:30,28,23,21
Febrero,15:45,27,24,21
Febrero,16:00,28,24,22
Febrero,16:15,27,23,22
Febrero,16:30,27,24,21
Febrero,16:45,27,24,22
Febrero,17:00,27,23,21
Febrero,17:15,27,23,21
Febrero,17:30,26,23,21
Febrero,17:45,27,23,21
Febrero,18:00,26,24,21
Febrero,18:15,26,23,22
Febrero,18:30,26,24,22
Febrero,18:45,25,23,21
Febrero,19:00,25,25,23
Febrero,19:15,26,23,21
Febrero,19:30,25,22,21
Febrero,19:45,26,24,22
Febrero,20:00,24,24,22
Febrero,07:00,20,22,21
Febrero,07:15,20,22,21
Febrero,07:30,20,23,22
Febrero,07:45,20,24,22
Febrero,08:00,20,23,21
Febrero,08:15,21,22,19
Febrero,08:30,21,22,21
Febrero,08:45,21,23,23
Febrero,09:00,21,22,22
Febrero,09:15,22,23,21
Febrero,09:30,23,24,21
Febrero,09:45,23,23,22
Febrero,10:00,24,22,22
Febrero,10:15,23,23,20
Febrero,10:30,24,24,22
Febrero,10:45,24,23,21
Febrero,11:00,24,23,20
Febrero,11:15,25,23,22
Febrero,11:30,25,24,22
Febrero,11:45,26,23,21
Febrero,12:00,26,23,22
Febrero,12:15,26,23,22
Febrero,12:30,26,23,21
Febrero,12:45,26,25,22
Febrero,13:00,26,23,21
Febrero,13:15,27,23,21
Febrero,13:30,27,24,22
Febrero,13:45,27,24,22
Febrero,14:00,28,23,21
Febrero,14:15,27,23,20
Febrero,14:30,28,23,22
Febrero,14:45,28,24,21
Febrero,15:00,28,24,21
Febrero,15:15,27,24,22
Febrero,15:30,28,24,21
Febrero,15:45,28,25,23
Febrero,16:00,27,23,20
Febrero,16:15,27,23,21
Febrero,16:30,27,24,21
Febrero,16:45,26,25,22
Febrero,17:00,26,23,21
Febrero,17:15,26,22,21
Febrero,17:30,27,23,20
Febrero,17:45,26,24,21
Febrero,18:00,26,24,22
Febrero,18:15,25,23,21
Febrero,18:30,25,22,21
Febrero,18:45,25,23,22
Febrero,19:00,24,23,22
Febrero,19:15,24,22,21
Febrero,19:30,25,23,22
Febrero,19:45,25,24,21
Febrero,20:00,17,25,22
Febrero,07:00,20,23,22
Febrero,07:15,20,22,21
Febrero,07:30,20,23,22
Febrero,07:45,20,22,21
Febrero,08:00,20,23,21
Febrero,08:15,20,23,21
Febrero,08:30,20,21,20
Febrero,08:45,20,22,21
Febrero,09:00,21,22,19
Febrero,09:15,21,23,21
Febrero,09:30,22,23,21
Febrero,09:45,22,21,21
Febrero,10:00,23,22,22
Febrero,10:15,23,23,21
Febrero,10:30,24,23,21
Febrero,10:45,24,25,23
Febrero,11:00,23,24,23
Febrero,11:15,25,25,23
Febrero,11:30,26,23,22
Febrero,11:45,25,23,21
Febrero,12:00,25,25,22
Febrero,12:15,26,23,21
Febrero,12:30,26,23,21
Febrero,12:45,26,22,21
Febrero,13:00,26,24,22
Febrero,13:15,27,24,21
Febrero,13:30,26,23,22
Febrero,13:45,26,24,22
Febrero,14:00,27,23,21
Febrero,14:15,27,24,22
Febrero,14:30,26,23,22
Febrero,14:45,27,23,21
Febrero,15:00,28,24,22
Febrero,15:15,28,23,21
Febrero,15:30,27,23,21
Febrero,15:45,27,24,22
Febrero,16:00,27,24,22
Febrero,16:15,26,24,22
Febrero,16:30,26,23,21
Febrero,16:45,27,23,21
Febrero,17:00,26,23,22
Febrero,17:15,26,23,21
Febrero,17:30,26,24,22
Febrero,17:45,26,23,21
Febrero,18:00,25,22,21
Febrero,18:15,25,24,22
Febrero,18:30,24,23,21
Febrero,18:45,25,23,22
Febrero,19:00,24,23,21
Febrero,19:15,24,22,21
Febrero,19:30,23,23,21
Febrero,19:45,23,23,21
Febrero,20:00,23,23,22
Febrero,07:00,20,22,21
Febrero,07:15,20,23,21
Febrero,07:30,20,22,21
Febrero,07:45,20,22,22
Febrero,08:00,20,23,21
Febrero,08:15,20,21,22
Febrero,08:30,20,22,21
Febrero,08:45,21,23,23
Febrero,09:00,20,23,23
Febrero,09:15,22,23,22
Febrero,09:30,21,23,22
Febrero,09:45,21,22,21
Febrero,10:00,22,23,21
Febrero,10:15,23,23,22
Febrero,10:30,24,23,22
Febrero,10:45,24,23,21
Febrero,11:00,23,23,22
Febrero,11:15,24,24,22
Febrero,11:30,24,24,22
Febrero,11:45,24,22,21
Febrero,12:00,25,24,22
Febrero,12:15,24,24,22
Febrero,12:30,26,23,21
Febrero,12:45,25,23,21
Febrero,13:00,26,23,21
Febrero,13:15,26,22,22
Febrero,13:30,26,23,21
Febrero,13:45,26,24,22
Febrero,14:00,26,23,22
Febrero,14:15,26,23,22
Febrero,14:30,26,24,21
Febrero,14:45,26,23,21
Febrero,15:00,26,25,22
Febrero,15:15,26,25,22
Febrero,15:30,27,24,21
Febrero,15:45,26,23,21
Febrero,16:00,26,22,22
Febrero,16:15,26,23,21
Febrero,16:30,26,23,21
Febrero,16:45,25,23,22
Febrero,17:00,25,22,21
Febrero,17:15,25,25,22
Febrero,17:30,25,23,21
Febrero,17:45,23,24,23
Febrero,18:00,24,23,22
Febrero,18:15,24,23,22
Febrero,18:30,24,22,21
Febrero,18:45,24,22,20
Febrero,19:00,24,22,21
Febrero,19:15,24,23,21
Febrero,19:30,23,24,22
Febrero,19:45,23,23,22
Febrero,20:00,23,23,22
Febrero,07:00,20,23,22
Febrero,07:15,20,21,20
Febrero,07:30,20,22,22
Febrero,07:45,20,24,23
Febrero,08:00,20,22,22
Febrero,08:15,20,22,20
Febrero,08:30,20,23,22
Febrero,08:45,21,24,22
Febrero,09:00,21,25,23
Febrero,09:15,21,23,22
Febrero,09:30,23,23,22
Febrero,09:45,23,23,22
Febrero,10:00,23,21,21
Febrero,10:15,24,23,21
Febrero,10:30,24,24,21
Febrero,10:45,24,23,21
Febrero,11:00,24,23,23
Febrero,11:15,25,24,21
Febrero,11:30,25,24,21
Febrero,11:45,26,23,22
Febrero,12:00,26,24,22
Febrero,12:15,26,25,22
Febrero,12:30,26,23,21
Febrero,12:45,26,23,19
Febrero,13:00,28,24,22
Febrero,13:15,27,23,21
Febrero,13:30,27,23,22
Febrero,13:45,27,24,22
Febrero,14:00,27,24,22
Febrero,14:15,28,24,21
Febrero,14:30,28,23,22
Febrero,14:45,27,23,22
Febrero,15:00,27,23,21
Febrero,15:15,28,23,21
Febrero,15:30,28,25,22
Febrero,15:45,28,23,22
Febrero,16:00,27,25,22
Febrero,16:15,27,24,21
Febrero,16:30,27,23,21
Febrero,16:45,26,22,21
Febrero,17:00,27,25,23
Febrero,17:15,25,22,21
Febrero,17:30,26,23,21
Febrero,17:45,25,22,20
Febrero,18:00,25,23,20
Febrero,18:15,25,22,20
Febrero,18:30,25,23,21
Febrero,18:45,25,23,21
Febrero,19:00,25,24,23
Febrero,19:15,24,23,22
Febrero,19:30,24,24,22
Febrero,19:45,23,23,21
Febrero,20:00,25,24,22
Febrero,07:00,20,22,22
Febrero,07:15,20,22,22
Febrero,07:30,20,24,23
Febrero,07:45,20,23,22
Febrero,08:00,20,22,21
Febrero,08:15,20,23,23
Febrero,08:30,20,23,22
Febrero,08:45,21,22,21
Febrero,09:00,21,23,22
Febrero,09:15,22,22,21
Febrero,09:30,22,23,22
Febrero,09:45,22,22,21
Febrero,10:00,23,21,20
Febrero,10:15,23,23,21
Febrero,10:30,23,22,21
Febrero,10:45,24,23,22
Febrero,11:00,24,24,22
Febrero,11:15,24,23,21
Febrero,11:30,24,23,22
Febrero,11:45,25,23,22
Febrero,12:00,24,21,21
Febrero,12:15,25,23,22
Febrero,12:30,24,22,21
Febrero,12:45,25,24,22
Febrero,13:00,26,23,21
Febrero,13:15,25,23,22
Febrero,13:30,26,22,20
Febrero,13:45,25,24,21
Febrero,14:00,27,24,22
Febrero,14:15,27,23,21
Febrero,14:30,28,23,21
Febrero,14:45,26,24,22
Febrero,15:00,26,23,22
Febrero,15:15,27,23,21
Febrero,15:30,27,24,22
Febrero,15:45,26,22,21
Febrero,16:00,26,24,22
Febrero,16:15,26,25,22
Febrero,16:30,26,23,21
Febrero,16:45,26,24,22
Febrero,17:00,26,24,21
Febrero,17:15,26,24,22
Febrero,17:30,25,23,21
Febrero,17:45,25,24,22
Febrero,18:00,25,21,19
Febrero,18:15,24,23,22
Febrero,18:30,24,22,21
Febrero,18:45,24,23,21
Febrero,19:00,24,24,22
Febrero,19:15,23,24,23
Febrero,19:30,24,24,22
Febrero,19:45,24,23,21
Febrero,20:00,24,24,22
Febrero,07:00,20,22,20
Febrero,07:15,20,24,22
Febrero,07:30,20,23,21
Febrero,07:45,20,22,21
Febrero,08:00,20,22,22
Febrero,08:15,21,22,21
Febrero,08:30,20,23,22
Febrero,08:45,20,22,21
Febrero,09:00,21,23,21
Febrero,09:15,21,22,23
Febrero,09:30,21,22,22
Febrero,09:45,21,22,21
Febrero,10:00,21,22,21
Febrero,10:15,22,24,23
Febrero,10:30,22,23,22
Febrero,10:45,22,23,23
Febrero,11:00,22,23,20
Febrero,11:15,22,24,22
Febrero,11:30,23,24,21
Febrero,11:45,23,23,22
Febrero,12:00,23,23,22
Febrero,12:15,24,22,20
Febrero,12:30,24,23,22
Febrero,12:45,24,23,22
Febrero,13:00,23,23,22
Febrero,13:15,24,22,21
Febrero,13:30,24,23,21
Febrero,13:45,24,23,21
Febrero,14:00,23,22,22
Febrero,14:15,23,23,21
Febrero,14:30,24,22,21
Febrero,14:45,25,24,22
Febrero,15:00,25,22,20
Febrero,15:15,24,25,22
Febrero,15:30,24,22,20
Febrero,15:45,24,23,21
Febrero,16:00,23,24,23
Febrero,16:15,23,24,22
Febrero,16:30,24,24,22
Febrero,16:45,24,22,20
Febrero,17:00,23,24,22
Febrero,17:15,23,23,20
Febrero,17:30,23,23,23
Febrero,17:45,23,25,23
Febrero,18:00,23,23,22
Febrero,18:15,22,23,22
Febrero,18:30,23,23,22
Febrero,18:45,23,22,19
Febrero,19:00,23,23,22
Febrero,19:15,22,24,23
Febrero,19:30,22,23,22
Febrero,19:45,21,23,22
Febrero,20:00,22,22,20
Febrero,07:00,20,23,22
Febrero,07:15,20,22,21
Febrero,07:30,20,21,21
Febrero,07:45,20,22,22
Febrero,08:00,20,22,23
Febrero,08:15,20,23,21
Febrero,08:30,20,23,20
Febrero,08:45,20,22,21
Febrero,09:00,20,22,21
Febrero,09:15,21,23,22
Febrero,09:30,21,24,23
Febrero,09:45,22,23,22
Febrero,10:00,22,22,21
Febrero,10:15,22,24,22
Febrero,10:30,23,23,21
Febrero,10:45,24,22,21
Febrero,11:00,24,24,22
Febrero,11:15,24,23,21
Febrero,11:30,25,24,21
Febrero,11:45,24,23,21
Febrero,12:00,26,23,21
Febrero,12:15,25,24,22
Febrero,12:30,26,23,22
Febrero,12:45,26,23,20
Febrero,13:00,26,25,22
Febrero,13:15,27,23,20
Febrero,13:30,27,24,21
Febrero,13:45,27,23,21
Febrero,14:00,27,24,22
Febrero,14:15,27,23,22
Febrero,14:30,27,23,21
Febrero,14:45,27,23,22
Febrero,15:00,28,22,20
Febrero,15:15,27,25,22
Febrero,15:30,27,24,21
Febrero,15:45,27,23,21
Febrero,16:00,27,24,22
Febrero,16:15,27,24,21
Febrero,16:30,26,25,22
Febrero,16:45,26,23,22
Febrero,17:00,26,24,22
Febrero,17:15,26,23,22
Febrero,17:30,26,24,22
Febrero,17:45,26,24,21
Febrero,18:00,25,23,20
Febrero,18:15,24,21,20
Febrero,18:30,25,23,22
Febrero,18:45,24,23,21
Febrero,19:00,24,23,22
Febrero,19:15,24,22,19
Febrero,19:30,23,22,20
Febrero,19:45,23,22,22
Febrero,20:00,22,21,21
Febrero,07:00,20,24,23
Febrero,07:15,20,22,20
Febrero,07:30,20,22,21
Febrero,07:45,20,23,20
Febrero,08:00,21,23,22
Febrero,08:15,21,23,21
Febrero,08:30,21,23,22
Febrero,08:45,22,23,21
Febrero,09:00,22,23,22
Febrero,09:15,23,24,22
Febrero,09:30,22,23,23
Febrero,09:45,23,22,21
Febrero,10:00,24,23,20
Febrero,10:15,25,23,21
Febrero,10:30,24,24,22
Febrero,10:45,25,24,22
Febrero,11:00,25,24,22
Febrero,11:15,25,23,22
Febrero,11:30,25,23,21
Febrero,11:45,25,24,22
Febrero,12:00,26,24,22
Febrero,12:15,26,24,21
Febrero,12:30,26,24,22
Febrero,12:45,27,25,22
Febrero,13:00,26,23,22
Febrero,13:15,27,24,21
Febrero,13:30,27,23,21
Febrero,13:45,27,24,21
Febrero,14:00,27,23,21
Febrero,14:15,27,24,22
Febrero,14:30,27,25,23
Febrero,14:45,27,24,22
Febrero,15:00,27,24,22
Febrero,15:15,27,24,21
Febrero,15:30,27,24,21
Febrero,15:45,27,25,22
Febrero,16:00,28,23,22
Febrero,16:15,27,24,22
Febrero,16:30,26,23,22
Febrero,16:45,27,24,23
Febrero,17:00,27,24,22
Febrero,17:15,25,24,21
Febrero,17:30,26,23,21
Febrero,17:45,25,23,22
Febrero,18:00,26,24,22
Febrero,18:15,25,23,21
Febrero,18:30,26,23,22
Febrero,18:45,24,22,21
Febrero,19:00,24,23,22
Febrero,19:15,25,23,21
Febrero,19:30,25,22,21
Febrero,19:45,24,24,22
Febrero,20:00,24,23,22
Febrero,07:00,20,23,23
Febrero,07:15,20,23,22
Febrero,07:30,20,21,21
Febrero,07:45,20,24,22
Febrero,08:00,20,23,22
Febrero,08:15,20,23,22
Febrero,08:30,20,23,22
Febrero,08:45,21,22,21
Febrero,09:00,20,22,21
Febrero,09:15,22,23,21
Febrero,09:30,21,23,22
Febrero,09:45,23,25,23
Febrero,10:00,22,23,21
Febrero,10:15,24,23,22
Febrero,10:30,23,23,22
Febrero,10:45,23,23,21
Febrero,11:00,23,23,22
Febrero,11:15,24,22,21
Febrero,11:30,24,23,21
Febrero,11:45,24,23,21
Febrero,12:00,26,23,22
Febrero,12:15,25,24,21
Febrero,12:30,25,23,21
Febrero,12:45,26,25,23
Febrero,13:00,25,23,21
Febrero,13:15,26,24,22
Febrero,13:30,26,23,22
Febrero,13:45,26,25,23
Febrero,14:00,26,23,21
Febrero,14:15,27,24,22
Febrero,14:30,27,23,22
Febrero,14:45,27,23,21
Febrero,15:00,26,23,20
Febrero,15:15,27,23,21
Febrero,15:30,26,24,22
Febrero,15:45,26,23,22
Febrero,16:00,26,24,22
Febrero,16:15,26,22,21
Febrero,16:30,25,24,22
Febrero,16:45,25,23,22
Febrero,17:00,26,24,22
Febrero,17:15,25,22,21
Febrero,17:30,25,24,22
Febrero,17:45,25,22,21
Febrero,18:00,25,23,21
Febrero,18:15,24,24,23
Febrero,18:30,24,23,21
Febrero,18:45,24,24,22
Febrero,19:00,24,22,21
Febrero,19:15,24,22,21
Febrero,19:30,24,23,22
Febrero,19:45,22,23,21
Febrero,20:00,23,23,20
Febrero,07:00,20,22,21
Febrero,07:15,20,22,21
Febrero,07:30,20,23,22
Febrero,07:45,20,22,21
Febrero,08:00,21,23,23
Febrero,08:15,20,23,21
Febrero,08:30,21,23,22
Febrero,08:45,21,22,21
Febrero,09:00,22,22,21
Febrero,09:15,22,24,22
Febrero,09:30,22,23,21
Febrero,09:45,22,22,22
Febrero,10:00,23,23,21
Febrero,10:15,23,24,22
Febrero,10:30,24,23,21
Febrero,10:45,24,24,22
Febrero,11:00,25,22,20
Febrero,11:15,24,23,22
Febrero,11:30,25,24,23
Febrero,11:45,26,23,21
Febrero,12:00,26,24,21
Febrero,12:15,26,23,20
Febrero,12:30,26,23,21
Febrero,12:45,26,22,21
Febrero,13:00,26,23,22
Febrero,13:15,26,24,22
Febrero,13:30,27,24,21
Febrero,13:45,26,23,21
Febrero,14:00,26,25,22
Febrero,14:15,27,23,22
Febrero,14:30,27,23,21
Febrero,14:45,27,23,21
Febrero,15:00,27,23,21
Febrero,15:15,27,24,22
Febrero,15:30,27,23,21
Febrero,15:45,27,23,21
Febrero,16:00,26,23,21
Febrero,16:15,26,23,21
Febrero,16:30,27,23,21
Febrero,16:45,26,24,21
Febrero,17:00,26,24,21
Febrero,17:15,25,23,21
Febrero,17:30,26,24,22
Febrero,17:45,26,23,22
Febrero,18:00,25,24,24
Febrero,18:15,26,23,21
Febrero,18:30,25,24,22
Febrero,18:45,25,23,21
Febrero,19:00,25,23,22
Febrero,19:15,24,23,23
Febrero,19:30,24,24,22
Febrero,19:45,24,23,22
Febrero,20:00,24,22,22
Marzo,07:00,20,23,21
Marzo,07:15,20,22,21
Marzo,07:30,21,23,22
Marzo,07:45,20,22,22
Marzo,08:00,22,24,22
Marzo,08:15,21,24,22
Marzo,08:30,23,23,22
Marzo,08:45,23,24,22
Marzo,09:00,23,23,21
Marzo,09:15,23,23,21
Marzo,09:30,24,22,21
Marzo,09:45,24,22,22
Marzo,10:00,25,24,22
Marzo,10:15,25,24,21
Marzo,10:30,25,23,22
Marzo,10:45,26,23,21
Marzo,11:00,26,23,22
Marzo,11:15,27,23,21
Marzo,11:30,26,23,21
Marzo,11:45,27,24,22
Marzo,12:00,28,24,22
Marzo,12:15,27,24,22
Marzo,12:30,27,24,20
Marzo,12:45,27,23,21
Marzo,13:00,28,25,22
Marzo,13:15,28,23,22
Marzo,13:30,27,25,23
Marzo,13:45,28,25,21
Marzo,14:00,28,25,22
Marzo,14:15,29,25,21
Marzo,14:30,29,23,22
Marzo,14:45,28,23,21
Marzo,15:00,29,24,21
Marzo,15:15,29,24,22
Marzo,15:30,29,24,22
Marzo,15:45,28,24,22
Marzo,16:00,28,24,22
Marzo,16:15,28,23,22
Marzo,16:30,28,23,20
Marzo,16:45,27,24,21
Marzo,17:00,27,24,23
Marzo,17:15,28,25,21
Marzo,17:30,27,22,22
Marzo,17:45,27,23,21
Marzo,18:00,26,22,20
Marzo,18:15,26,24,22
Marzo,18:30,26,24,22
Marzo,18:45,26,23,22
Marzo,19:00,26,23,21
Marzo,19:15,25,24,21
Marzo,19:30,26,23,21
Marzo,19:45,25,24,22
Marzo,20:00,25,23,21
Marzo,07:00,20,24,21
Marzo,07:15,20,21,20
Marzo,07:30,20,23,22
Marzo,07:45,20,22,21
Marzo,08:00,21,23,20
Marzo,08:15,21,22,21
Marzo,08:30,21,23,21
Marzo,08:45,22,23,22
Marzo,09:00,22,21,21
Marzo,09:15,23,24,21
Marzo,09:30,22,23,22
Marzo,09:45,23,23,21
Marzo,10:00,24,22,21
Marzo,10:15,21,24,22
Marzo,10:30,24,23,22
Marzo,10:45,25,23,21
Marzo,11:00,25,23,21
Marzo,11:15,25,24,22
Marzo,11:30,25,24,22
Marzo,11:45,25,22,21
Marzo,12:00,26,22,20
Marzo,12:15,27,23,21
Marzo,12:30,26,24,21
Marzo,12:45,27,23,21
Marzo,13:00,26,24,22
Marzo,13:15,27,24,23
Marzo,13:30,27,24,21
Marzo,13:45,27,24,20
Marzo,14:00,28,23,21
Marzo,14:15,28,24,21
Marzo,14:30,27,24,22
Marzo,14:45,28,23,21
Marzo,15:00,27,24,22
Marzo,15:15,28,25,22
Marzo,15:30,28,23,21
Marzo,15:45,27,24,21
Marzo,16:00,27,23,21
Marzo,16:15,27,24,20
Marzo,16:30,27,23,21
Marzo,16:45,27,23,21
Marzo,17:00,26,23,21
Marzo,17:15,26,24,21
Marzo,17:30,26,22,22
Marzo,17:45,26,22,21
Marzo,18:00,26,23,22
Marzo,18:15,25,25,23
Marzo,18:30,26,23,22
Marzo,18:45,25,23,25
Marzo,19:00,26,25,22
Marzo,19:15,25,24,22
Marzo,19:30,25,22,22
Marzo,19:45,25,23,22
Marzo,20:00,24,24,23
Marzo,07:00,20,22,21
Marzo,07:15,20,24,23
Marzo,07:30,20,25,23
Marzo,07:45,20,22,21
Marzo,08:00,21,23,22
Marzo,08:15,21,24,23
Marzo,08:30,22,22,21
Marzo,08:45,22,23,21
Marzo,09:00,22,24,23
Marzo,09:15,23,23,21
Marzo,09:30,24,23,21
Marzo,09:45,24,22,20
Marzo,10:00,24,21,21
Marzo,10:15,24,23,21
Marzo,10:30,25,25,21
Marzo,10:45,26,23,22
Marzo,11:00,26,22,21
Marzo,11:15,26,23,20
Marzo,11:30,26,24,23
Marzo,11:45,27,24,22
Marzo,12:00,27,23,21
Marzo,12:15,27,24,22
Marzo,12:30,27,24,22
Marzo,12:45,28,24,21
Marzo,13:00,28,24,23
Marzo,13:15,28,24,23
Marzo,13:30,28,24,22
Marzo,13:45,28,24,20
Marzo,14:00,28,25,24
Marzo,14:15,28,24,22
Marzo,14:30,29,25,23
Marzo,14:45,29,23,21
Marzo,15:00,29,25,23
Marzo,15:15,29,24,21
Marzo,15:30,29,22,20
Marzo,15:45,29,25,22
Marzo,16:00,29,24,22
Marzo,16:15,29,25,21
Marzo,16:30,28,25,22
Marzo,16:45,28,23,21
Marzo,17:00,28,24,22
Marzo,17:15,28,25,22
Marzo,17:30,28,25,23
Marzo,17:45,27,23,22
Marzo,18:00,27,25,23
Marzo,18:15,26,24,22
Marzo,18:30,26,22,20
Marzo,18:45,26,24,21
Marzo,19:00,26,22,21
Marzo,19:15,25,23,21
Marzo,19:30,26,24,22
Marzo,19:45,25,23,22
Marzo,20:00,25,24,22
Marzo,07:00,20,23,21
Marzo,07:15,20,22,21
Marzo,07:30,20,22,22
Marzo,07:45,21,22,21
Marzo,08:00,22,23,22
Marzo,08:15,23,24,22
Marzo,08:30,23,24,23
Marzo,08:45,22,22,21
Marzo,09:00,23,22,22
Marzo,09:15,23,23,20
Marzo,09:30,24,24,22
Marzo,09:45,25,25,22
Marzo,10:00,25,22,21
Marzo,10:15,26,24,22
Marzo,10:30,24,24,22
Marzo,10:45,25,23,22
Marzo,11:00,26,24,22
Marzo,11:15,26,22,21
Marzo,11:30,26,23,22
Marzo,11:45,27,22,21
Marzo,12:00,27,24,22
Marzo,12:15,28,23,21
Marzo,12:30,27,24,22
Marzo,12:45,28,23,21
Marzo,13:00,28,23,20
Marzo,13:15,28,24,21
Marzo,13:30,28,24,22
Marzo,13:45,29,25,22
Marzo,14:00,29,24,22
Marzo,14:15,29,25,22
Marzo,14:30,29,24,21
Marzo,14:45,29,24,21
Marzo,15:00,29,24,22
Marzo,15:15,29,23,21
Marzo,15:30,28,24,21
Marzo,15:45,28,24,22
Marzo,16:00,29,23,22
Marzo,16:15,28,24,22
Marzo,16:30,28,24,22
Marzo,16:45,28,23,21
